,TotalPop,Total; Estimate; AGE - 16 to 19 years,Total; Estimate; AGE - 20 to 24 years,Total; Estimate; AGE - 25 to 29 years,Total; Estimate; AGE - 30 to 34 years,Total; Estimate; AGE - 35 to 44 years,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 59 years,Total; Estimate; AGE - 60 to 64 years,Total; Estimate; AGE - 65 to 74 years,Total; Estimate; AGE - 75 years and over
576,27410,1634,1447,1562,1828,3179,3097,1442,1350,1664,1105
577,23039,1162,1469,1521,1537,2638,2601,1249,1216,1585,1123
578,150128,7308,8854,8872,8965,17529,19375,9751,10069,14075,9560
579,38697,3711,7041,2953,2289,3787,3901,2199,1921,2524,1805
580,7755,350,274,362,370,670,1086,742,707,1208,810
581,3824,162,161,159,174,357,525,325,290,512,388
582,5296,320,305,275,352,690,587,305,301,359,281
583,38241,4066,8808,4167,1839,2638,2471,1291,911,1362,954
584,20448,1031,1369,1197,1159,2288,2474,1356,1155,1745,1317
585,40014,1837,2799,2590,2431,4307,5287,2858,2585,3892,3559
586,4284,274,254,97,254,457,476,347,246,426,376
587,11384,750,604,597,623,1479,1362,756,664,1087,737
588,22839,1215,1269,1264,1425,2521,3058,1265,1429,2228,1584
589,7667,422,443,463,467,789,1002,490,432,597,446
590,12490,624,626,627,561,1363,1844,1157,982,1531,1122
591,10776,548,434,572,873,1870,1367,710,455,522,275
592,82248,4524,5299,5476,5493,9331,9460,4663,4435,6387,5285
593,10104,453,362,298,458,1232,1326,925,1052,1335,642
594,9996,485,533,454,457,1061,1278,754,728,1295,953
595,66787,3228,4173,4112,3988,7683,9155,4962,4020,6093,6077
596,6776,342,493,347,531,762,885,542,534,780,570
597,17034,968,1383,987,1054,2198,2501,1150,1276,1484,1314
598,53638,3443,3096,2654,3039,7473,7932,3689,2815,4298,2770
599,6791,267,631,550,755,1110,953,483,299,492,417
600,33619,1623,1818,1674,1947,3940,4828,2568,2410,3405,3204
601,4897,229,261,239,229,548,745,399,338,605,502
602,14704,646,749,687,818,1555,2056,1269,1180,1877,1483
603,12880,725,759,750,818,1737,1770,989,741,1077,1031
604,207946,18347,34671,16685,13873,21961,21692,11301,10161,12027,10046
605,33562,1646,2082,1961,1988,4143,4990,2419,2279,3227,3012
606,15924,795,862,865,911,1848,2416,1134,1056,1583,1408
607,13393,658,843,679,758,1515,1893,1001,1007,1319,1194
608,37640,1806,2312,2513,2728,4820,5686,2673,2226,3138,2815
609,52540,4058,8189,3735,2991,5345,6138,3387,2958,4066,3730
610,5238541,269191,366854,434546,414629,712157,696721,332013,284230,363577,299306
611,19214,949,1181,1218,1202,2458,2819,1380,1309,1859,1683
612,10899,535,584,572,668,1282,1553,848,747,1045,872
613,104473,8195,15036,7878,6520,11708,12418,5673,5005,6171,5093
614,16176,760,850,834,1023,2020,2470,1391,1006,1591,1283
615,19830,961,1177,1194,1137,2422,2626,1343,1264,1621,1575
616,931826,52289,57033,58594,60192,122343,142314,67257,56419,68863,51500
617,17603,854,905,964,1056,2113,2497,1365,1243,1903,1650
618,6570,304,366,308,371,789,929,494,473,680,587
619,34164,1864,2112,2074,2148,3834,4969,2477,2029,2963,2646
620,21980,1045,1465,1466,1378,2768,3173,1655,1149,1940,1755
621,13470,702,688,676,778,1602,1977,1124,823,1279,1406
622,39302,2022,2244,2245,2215,4823,5393,2944,2496,4246,3325
623,35733,1570,2148,2226,2296,4688,5021,2432,2646,3538,3194
624,5226,188,323,260,289,645,720,423,342,706,508
625,13311,621,773,710,802,1629,1967,1103,816,1320,1143
626,50333,2599,2955,2863,3523,7133,7290,3416,2561,3677,2542
627,8259,376,459,415,492,944,1127,555,638,873,798
628,18264,832,936,896,990,1987,2674,1484,1340,2167,1932
629,4161,196,223,145,243,490,634,299,397,502,345
630,6927,349,343,304,350,693,1085,597,561,907,709
631,49649,2593,2706,2409,2945,5735,7168,3794,3397,4949,4086
632,28457,1431,1554,1419,1580,3195,4173,2059,2080,3064,2746
633,59115,5180,10034,5183,3607,6146,6057,3380,3191,4108,3384
634,9608,454,523,510,590,1082,1477,721,688,881,819
635,38358,1722,2517,2334,2334,4840,5396,2615,2591,3630,3033
636,22215,1289,1517,1166,1298,2680,3450,1569,1515,2092,1751
637,22046,1007,1060,1025,1045,2368,3065,1681,2011,3001,2226
638,12899,615,867,807,764,1693,1911,966,815,1454,936
639,529402,30927,32208,30901,34566,74432,75771,31623,28179,34792,24143
640,110801,6537,8415,6724,6865,13697,15357,7735,6506,8872,7317
641,122933,6797,6006,7318,10112,20301,16016,6570,5098,6102,3495
642,51374,2677,3823,2918,3085,5861,6992,3921,3499,5311,4764
643,704476,45378,46321,37758,40194,93121,110093,48644,39711,47486,34891
644,111151,5470,6898,6613,6872,13059,16607,8514,7069,9953,9359
645,16457,476,1083,1235,1494,2205,2560,1189,870,1396,1364
646,34670,1652,2119,2069,2161,4225,5500,2712,2311,3172,2795
647,36812,1787,2333,2329,2505,4525,5712,2629,2554,3192,3110
648,29488,1729,2283,2020,2090,3769,4122,1993,1856,2549,2447
649,31597,3547,5512,2066,1680,2835,3286,1791,1939,2459,2286
650,308043,18122,17840,15530,17795,42484,52070,21965,17468,21959,13691
651,173231,13130,22051,11425,11650,21166,21663,10174,8737,10527,8591
652,107587,5588,7338,6405,6450,12497,14498,8061,7556,9969,8972
653,45960,2409,2676,2568,2677,5506,6715,3699,3076,4557,4013
654,266153,13295,18379,18269,17018,32848,38400,19663,15852,22197,18719
655,38305,1746,2377,2166,2228,4456,5366,2776,2617,3736,3229
656,11925,570,696,550,618,1331,1742,927,934,1367,1244
657,13904,652,755,641,752,1638,2099,1101,978,1497,1341
658,14594,666,794,729,806,1889,2145,1142,928,1552,1407
659,12416,621,637,588,676,1506,1933,975,947,1245,947
660,15794,757,827,740,830,1878,2378,1147,1202,1760,1442
661,33739,1690,1662,1711,1951,4250,5507,2738,2039,2689,2479
662,29173,1597,1729,1559,2108,3614,4162,2319,1768,2665,2691
663,34442,2238,2501,2100,2090,4027,4837,2550,2187,3379,2918
664,14711,749,785,856,917,1678,1989,1149,822,1389,1386
665,51619,2688,3028,2609,2862,6620,8025,3857,3128,4892,3916
666,186145,9760,13245,13204,12693,22665,24020,12953,11024,15017,12460
667,21467,1067,1572,1480,1382,2890,3058,1510,1342,2008,1647
668,16433,893,809,802,923,1984,2528,1319,1080,1607,1324
669,15930,758,940,862,915,1872,2171,1179,1080,1611,1557
670,4360,255,313,210,178,420,607,367,353,611,402
671,5691,304,272,282,297,621,798,527,383,631,515
672,5771,276,295,310,299,592,894,569,405,667,464
673,32829,1404,1964,1926,2484,4333,5122,2468,2073,2991,2644
674,15953,673,951,869,906,1816,2282,1059,1148,1539,1624
675,146205,7279,9472,8982,9548,17239,19522,10728,9630,13515,11694
676,264433,14305,17803,17541,17344,33858,38643,18575,15718,19435,16481
677,24430,1172,1579,1466,1429,2703,3444,1656,1833,2496,2183
678,198134,9734,12409,12529,13018,24479,28498,14085,13485,16436,13425
679,7181,284,353,351,429,998,1154,568,517,719,673
680,5109,241,274,239,285,613,814,388,336,495,467
681,21906,1113,1170,1154,1199,2496,3202,1548,1636,2385,2050
682,5551,293,292,244,269,650,797,418,432,707,660
683,45839,2113,2730,2416,2246,5215,6659,3306,3516,4768,4648
684,134695,6446,7253,7979,9037,17565,18845,9867,8358,11876,10575
685,17267,747,1027,1055,938,2034,2513,1288,1244,1915,1493
686,79207,4210,4750,4680,4832,9320,10840,5823,5043,7509,6192
687,11568,531,751,630,670,1275,1640,1041,684,1076,1097
688,17429,1225,1330,888,948,1881,2359,1353,1011,1702,1461
689,14260,646,783,803,834,1766,2170,1196,884,1352,1261
690,16569,738,868,862,952,1903,2253,1264,1035,1747,1533
691,14186,546,740,819,835,1511,2024,1177,833,1564,1555
692,56823,2645,3280,3070,3029,6796,8008,4228,3981,5665,5008
693,687727,42126,41982,36929,42814,101612,105694,42529,34483,43927,29091
694,67477,2861,4174,4198,4265,8417,9557,4574,4489,6544,4997
695,287512,14888,18175,17729,17979,36183,41351,19961,18188,24346,19651
696,38942,2359,2361,1834,2223,4632,5588,3116,2285,3186,3004
697,35018,1847,2086,1897,2034,3890,4148,2144,1849,2542,2408
698,367747,19447,24728,24352,24032,46007,48048,24328,20100,25862,20493
699,81024,3832,4715,5480,5215,10624,10744,5276,4549,6757,4973
700,8685,423,463,475,511,1041,1308,663,490,794,610
701,12214,653,686,618,652,1460,1753,979,851,1337,1089
702,63013,3264,2862,3357,3441,8451,9729,4314,3029,4293,3299
703,15007,697,661,577,666,1657,2268,1521,1308,1967,1072
704,19994,1132,1039,972,1083,2501,2860,1504,1359,1960,1509
705,38248,2236,2342,2124,2248,4878,5426,2682,2394,3245,2841
706,114893,5478,6665,7714,8033,15451,15887,7950,6978,9210,6380
707,26375,1432,1522,1642,1555,3304,3798,1596,2049,2352,1939
708,32455,1567,2021,1874,1923,4010,4435,2381,1858,2600,2418
709,10598,520,578,537,573,1251,1615,895,750,1084,684
710,32777,1689,2119,2034,1865,3535,4137,2044,1839,2560,2078
711,49564,2492,2730,2578,2871,6343,7781,4095,3070,4304,2948
712,26480,1407,1469,1562,1554,3288,3831,1788,1623,2111,1877
713,42524,2321,2502,2436,2515,5262,6224,3107,2517,3461,2603
714,115938,10142,16460,6738,5905,12301,14244,7267,6279,10097,8268
715,42379,2340,2231,2107,2481,5135,6467,2949,2759,3553,3052
716,202924,11171,12703,12604,12953,25252,26331,12200,11155,14093,11983
717,23426,1092,1356,1209,1317,3012,3255,1845,1642,2371,1900
718,76481,3963,4837,4412,4882,9712,11350,5540,4923,6154,4482
719,16620,853,912,825,984,2064,2427,1090,1141,1678,1447
720,22835,1259,1203,1064,1268,2903,3490,1807,1508,1989,1532
721,20296,1057,1104,1110,1162,2510,2795,1316,1556,2011,1531
722,33596,1639,2024,1912,2031,4110,4813,2629,2022,2892,2469
723,67615,4751,6332,3466,3552,7627,9200,4804,4531,6489,5401
724,32431,1710,1773,1701,1852,3968,4932,2311,2255,3257,2498
725,309687,15880,13176,16312,20987,46862,45049,17452,14662,17767,11697
726,72776,4059,3754,3759,4102,9674,11154,4833,4402,6129,4065
727,39450,2076,2205,2164,2357,4907,6098,2994,2559,3624,2464
728,158170,8936,8204,8433,10889,22630,22586,9984,8025,10759,7547
729,48649,2497,2972,2754,2884,6324,7421,3435,3273,4847,3785
730,82457,4150,4841,4710,4807,9865,11729,6007,5336,8010,6566
731,36520,2133,2612,2173,2143,4437,5362,2840,2137,3068,2661
732,43779,2082,2519,2617,2842,5864,6053,3019,2461,3632,2883
733,33448,1788,2191,1708,2099,4093,4657,2484,1912,2955,2121
734,21107,1216,1299,1146,1226,2473,2899,1325,1359,1981,1511
735,32293,2037,2460,1751,1898,4110,4684,2556,1890,2953,2134
736,27840,1625,1750,1464,1576,3711,4281,1884,1728,2519,1528
737,149359,7361,8883,9074,9488,20393,20347,8982,8305,11283,8178
738,37763,2963,3133,2152,2193,4148,5116,2658,2353,3345,2917
739,78720,4313,5224,4847,4846,9214,10802,5709,4546,6573,4779
740,38720,2420,2438,2135,2248,4303,4208,1858,2193,2837,1880
741,488694,26752,31622,29297,31799,61575,68364,34890,30110,38410,31332
742,110839,5341,7052,7059,7369,14196,15979,8232,7367,9721,7226
743,45669,2218,2473,2496,2582,5714,6664,3320,3192,4578,3456
744,129641,6540,8382,7900,8290,16751,18180,8831,8193,12028,9499
745,939964,45709,69175,79409,72270,119692,122500,59581,47211,57042,45594
746,46752,2610,2772,2373,2618,5740,6565,3155,3048,3952,3432
747,10219,501,532,528,536,1239,1576,900,649,984,719
748,36035,1934,2402,2276,2153,4806,5346,2776,2024,3234,2300
749,144436,13941,28593,11565,9105,14462,14401,7929,6334,8764,6856
750,38288,2042,2715,2004,2081,4657,5469,2736,2249,3412,2857
